comment;rating1
Chất vải thô, nóng, không co giãn, kích thước khá bé so với size chuẩn	;0
hàng thun mặc nóng coton nhiều không thấm hút mồ hôi 	;0
Thun coton nhiều mặc nóng không thấm mồ hôi 	;0
Chất vải xấu	;0
không đẹp  vải mỏng chất nóng 	;0
Nói chung là không ưng	;0
Hơi mỏng nha	;0
Vải mỏng	;0
Vải hơi mỏng. Giá tạm chấp nhận được	;1
Áo rộng rãi vừa người, không có túi, vải loại nhẹ nhưng mặc hơi nóng	;0
Vải mỏng	;0
Chất áo mỏng và nóng, hình khá dễ thương	;1
Vải rất xấu. Mỏng. 	;0
Nói chung là không ưng	;0
Hàng so với giá tiền thì ok ạ. Nhưng thực sự rất rất mỏng và nóng 	;1
Vải mỏng nhưng đc cái là mềm, không cứng lắm, cũng ok	;1
So với giá tiền thì sản phẩm được vậy là tốt rồi ạ. 	;1
vải hơi mỏng 	;0
hơi thất vọng	;0
Giao nhầm size, nhắn tin shop không trả lời;0
Vải mỏng, không mặc được;0
Nói chung là không ưng	;0
Sản phẩm khác hình hoàn toàn, thất vọng khi mua. ;0
Shop giao nhầm màu, vải thô cứng, mặc rất khó chịu, tốn tiền; 0
chất vải hơi nóng.; 0
áo trắng bị vết bẩn giặt không ra. ;0
Vải xấu, hình in cũng xấu, nhìn như cái rẻ lau. ;0
Sản phầm nhìn giống hình nhưng đường may xấu, vải cũng xấu; 0
Chất liệu vải rất kém không giống trong hình. ; 0
Vải áo thực sự tệ, vừa thô vừa nóng.; 0
áo hơi ngắn;0
áo dài quá;0
quần quá ngắn không mặc vừa.; 0
mới nhận hàng mà đã thấy rách rồi, shop không trả lời tin nhắn. Thất vọng thật sự. ;0
chất lượng sản phẩm không xứng đáng với giá tiền. ;0
Vải mỏng, tay áo quá dài.;0
Giao không đúng size,nhắn tin không rep.;0
Hàng khác hoàn toàn với ảnh.; 0
Quần cũng bình thường chất nỉ mỏng, thái độ giao hàng kém, không nên mua.;0
rất nhiều chỉ thừa, có chỗ bị rách. ; 0
Vải mỏng, dễ bị nhăn, đắt so với tiền bỏ ra.;0
Quần chất nóng kinh khủng. ;0
Chất nóng.;0
Vải chưa được tốt lắm;0
Chất xù, vải và nóng, không nên mua nhé mọi người.;0
Hàng giống hình, nhưng giao quá chậm, chất vải xấu;0
Mặc hơi bị rộng một chút.;1
Giao đúng mẫu, đường may chưa được đẹp, nhiều chỉ thừa.;0
dáng áo xấu, không đẹp như hình.;0
Chất vải chưa đẹp lắm;0
Giao đúng size, đúng mẫu, nhưng vải hơi mỏng.;0
Giao không đúng size;0
Sản phẩm đúng hình nhưng vải không được như mong đợi;0
Hơi nhiều chỉ thừa; 0
Cổ áo bị rộng, mặc lên nhìn xấu.;0
Màu nhận được khác hình mẫu đăng hoàn toàn.;0
Vải không thấm mồ hôi, mặc nóng.;0
Đường may ẩu.;0
Vải nóng, đường may sơ sài, phần cổ không ôm như ảnh, sản phẩm khác trong ảnh minh hoạ.	;0
Áo siêu mỏng, hơi thất vọng.;0
nóng quá.;0
Áo không được đẹp như hình. 	;0
Áo in chữ sai.	;0
Áo màu trắng bị bẩn;	0
Áo không tốt như mong đợi;0
Vải quá mỏng, tay áo thì dài quá; 0
Chất vải khá tốt, phù hợp với giá tiền	;1
Chất vải mát, vừa tiền	;1
áo mát, đẹp	;1
vừa tiền	;1
khá vừa lòng	;1
mặc khá thích	;1
áo ok Nhìn cũng được	;1
Nhìn cũng được	;1
khá thích áo này	;1
khá ok	;1
vải đẹp dùng cũng ok	;1
vải mát, thích dùng cũng ok	;1
cũng ok		;1
khá hài lòng		;1
lần sau sẽ ủng hộ tiếp, mình khá vừa ý	;1
Chất ok nhưng gửi chưa đúng mẫu mình chọn. Giá rẻ nên thôi cũng ok. ;1
Chất thích  Giá rẻ nên thôi cũng ok. 	;1
khá ổn  ;1
Áo ổn lắm ạ, khá nhiều chỉ thừa, hình in hơi mờ không ổn lắm nhưng mà cũng được.;1
cổ áo hơi dơ,  nhưng mà cũng được.;1
cổ áo hơi dơ, khá nhiều chỉ thừa, hình in hơi mờ không ổn lắm nhưng mà cũng được.;1
cũng được.;1
Áo ổn lắm ạ;1
nhận hàng thấy ổn lắm ạ, cổ áo hơi dơ, ;1
ổn lắm ạ, khá nhiều chỉ thừa,;1
phù hợp với giá tiền		;1
Áo đẹp gần như mong đợi	;1
Áo khá ok 	;1
Áo đẹp 	;1
Áo đẹp 		;1
Áo  khá thích	;1
mình khá hài lòng; 1
Áo đẹp phù hợp với giá tiền		;1
quần chất vải xấu	;0
quần chất vải nóng, không đẹp	;0
Áo chất đẹp;1
quần chất vải xấu;0
Áo đẹp, 	;1
quần khá chán, áo rất ổn	;1
Áo chất đẹp, còn quần chất vải xấu	;1
Áo chất đẹp, còn quần chất vải xấu	;1
Áo chất đẹp, còn quần chất vải xấu	;1
quần hơi mỏng, nóng;0
Vải không đẹp	;0
tạm được	;1
cái này mặc đi ra ngoài không ổn lắm, chỉ mặc được ở nhà thôi	;0
Vải hơi mỏng, không đẹp lắm	;0
Vải hơi nóng	;0
Một chiếc rất đẹp. Còn 1 chiếc bị bẩn. Vải hơi mỏng nhưng mặc lên rất vừa .;0
 1 chiếc bị bẩn. Vải hơi mỏng nhưng mặc lên rất vừa form. Một chiếc rất đẹp.;0
chỉ vừa ý 1 chiếc Còn 1 chiếc bị bẩn. mặc lên rất vừa form.;0
Một chiếc rất đẹp.  Vải hơi mỏng nhưng mặc lên rất vừa form.;0
 1 chiếc bị bẩn. Vải hơi mỏng nhưng mặc lên rất vừa form.;0
Một chiếc rất đẹp.1 chiếc Vải hơi mỏng ;0
1 cái khá ưng Còn 1 cái bị bẩn. ;0
Một chiếc rất đẹp. Còn 1 chiếc bị bẩn. Vải hơi mỏng nhưng mặc lên rất vừa form.;0
đường chỉ không ổn ,áo tạm được	;0
Quần  không ổn ,áo tạm được	;0
1 cái không ổn , 1 áo tạm được	;0
tạm được	;0
áo tạm chấp nhận được	;0
Quần may đường chỉ không ổn ,áo tạm được	;0
dáng áo xấu, không đẹp ;0
dáng áo xấu, ;0
không đẹp như hình.;0
 áo xấu, không đẹp ;0
xấu, không đẹp như hình.;0
chất áo xấu, ;0
không đẹp ;0
dáng áo xấu, không như hình.;0
xấu, không như hình.;0
áo xấu, không đẹp như hình.;0
xấu, không đẹp lắm;0
Chất lượng kém	;0
Chất lượng hơi tồi	;0
Chất lượng không đẹp tý nào	;0
không thích lắm	;0
xấu lắm	;0
Chất vải kém	;0
Chất không mát, không đẹp	;0
không thích	;0
Chất lượng kém	;0
Chất lượng kém	;0
chất vải xấu, mỏng.;0
áo giống hình, nhưng chất vải xấu;0
giống hình, nhưng chất vải xấu, mỏng.;0
Khá là thất vọng 	;0
áo giống hình, nhưng chất vải xấu, mỏng.;0
Sản phẩm tệ, áo quá bé không như mô tả.;0
Kém	;0
sản phẩm giao bị bẩn;0
áo giống hình, nhưng chất vải xấu, mỏng.;	0
Màu quá khác xa hình	;0
Sản phẩm khác hình hoàn toàn, thất vọng khi mua. ;0
Shop giao nhầm màu, vải thô cứng, mặc rất khó chịu, tốn tiền; 0
Sản phẩm khác hình hoàn toàn, thất vọng khi mua. ;0
vải thô cứng, mặc rất khó chịu;0
Sản phẩm khác hình hoàn toàn, thất vọng khi mua. ;0
Shop giao nhầm màu, vải thô cứng, mặc rất khó chịu,; 0
Sản phẩm khác hình hoàn toàn, thất vọng khi mua. ;0
vải thô cứng, mặc rất khó chịu, tốn tiền; 0
Sản phẩm khác hình hoàn toàn, thất vọng khi mua. ;0
mặc rất khó chịu, ; 0
Sản phẩm khác hình hoàn toàn, thất vọng hoàn toàn. ;0
Shop giao nhầm màu, vải thô cứng, mặc rất khó chịu, tốn tiền; 0
thất vọng  ;0
vải thô cứng,không đẹp tý nào ; 0
Sản phẩm khác hình hoàn toàn, thất vọng khi mua. ;0
Shop giao nhầm màu, vải thô cứng, mặc rất khó chịu; 0
Sản phẩm khác hình hoàn toàn, thất vọng khi mua. ;0
Shop giao nhầm màu, vải thô cứng, mặc rất khó chịu, tốn tiền; 0
Sản phẩm khác hình hoàn toàn, thất vọng khi mua. ;0
Shop giao nhầm màu, vải thô cứng, mặc rất khó chịu, tốn tiền;0
Áo ngắn, vải xấu, không nên mua;0
chất lượng kém	;0
Áo ngắn, vải xấu, ;0
tệ	;0
quá tệ không nên mua;0
chất lượng rất kém;0
Áo ngắn, vải xấu, không nên mua;0
xấu lắm	;0
Mỏng dễ sợ luôn,  tệ , thất vọng ghê luôn;0
Hỗ trợ kém	;0
Áo ngắn, vải xấu, không nên mua;0
Hỗ trợ kém	;0
Hàng mới nhận đã rách vài chỗ, shop không cho đổi trả.;	0
Vải xấu hàng về chậm. Không nên mua.;	0
Hỗ trợ kém	;0
Áo ngắn, vải xấu, không nên mua;0
Hỗ trợ kém	;0
Áo ngắn, vải xấu, không nên mua;0
Sản phẩm  không mịn.   rất nóng nực. hàng kém chất lượng;0
Vải xấu cực kỳ 	;0
Chất vải thì nóng thô 	;0
Tóm lại hàng rất chán"	;0
Áo ngắn, vải xấu, không nên mua;0
Hỗ trợ kém	;1
không ưng	;0
mình không ưng	tý nào;0
 không ưng	;0
Nói chung là không đẹp	;0
mình nhận hàng và thấy không thích;0
khá chán	;0
khá tệ	;0
vải nóng, không đẹp tý nào	;0
Nói chung là không ưng	;0
Nói chung là không ưng	;0
dáng áo xấu, không đẹp.;0
 áo xấu, không đẹp như hình.;0
áo  không đẹp như hình.;0
