comment;rating
Áo màu đen chỗ may trên vai chỉ có 1 đường may thay vì 2 đường may như trên ảnh. Mình khá thất vọng về áo màu đen mặc dù đã được shop giải thích là do xưởng thích may như vậy :< các bạn mua màu đen nên xem xét !!!	;3										
Đặt màu xám mà giao mà be không đẹp		;3									
Áo chất bình thường 	mỏng 	;3									
Mình đặt size L vì trên bảng size ghi dài áo tận 71 cm nhưng mình đo chỉ được tầm 65 cm thôi còn ngắn hơn cả size M nên hơi thất vọng . Mình cao m55 mặc thấy cũng ok nhưng vì mình thích mặc oversize nên không ưng lắm , bạn nào muốn mặc rộng hẳn thì mình nghĩ nên đặt XL hoặc 2XL . 	;3										
form áo khá đẹp, mình cao m55, 46kg mặc rộng qua mông nhé. Chất vải khá được, tuy nhiên, mình vừa giặt một lần nước không thôi mà phai màu kinh lắm, hôm nhận hàng mình không có nhà nên không đánh giá luôn được.	;3										
Chất đẹp. Size M đo vừa in với size L 🙃. Form rất rất rộng. ;3										
Chả hiểu kiểu gì :) . Chất vải đẹp giao hàng 1 ngày max nhanh. Tội mỗi có vết bẩn như kia làm mình khó chịu 	;3										
áo đẹp tuyệt vời mua nhóm nên ưng ý =>> mỗi tội bảng size hơi sai lệch =)))) cũng tạm 	;3										
Shop giao đúng mẫu, áo hơi mỏng, mặc mát, co dãn rất tốt	;3										
Xem mọi người đánh giá nói chất vải mát nên tui quất luôn 2 cái. Ai dè chất không mát đâu	;3										
Vải áo mỏng from áo dài nên lưu ý trước khi muA"	;3									
Áo mỏng và dễ nhăn cực ý ;3											
Khá là thất vọng 	;3																			
Áo mỏng, đổ lông kinh khủng. Thất vọng cực. ;3										
Chất liệu cũng tạm được, hơi mỏng. Đặt 3 cái nhưng 2 áo màu cam và tím đường may ở vai không được đẹp, bị dúm. ;3										
hơi thất vọng mua 2 cái lần trước ưng lắm nên lần này lại mua mà lần này áo nhỏ đặt xl mà như size M,l ngắn gần 3 phân so với áo lần trước mua luôn ấy 	;3										
Quần với giá này thì vải ok. ;3										
áo hơi nhăn	;3										
Áo khi mới mở ra thì khá hơi khi mặc thì bị dính vải lên trên người 	;3																													
Áo màu be mỏng quá nên tạm đánh giá shop 3⭐️	;3										
Chất vải khác với lần trước  mặc không ưng lắm!	;3										
Vải ổn, cổ áo như được thiết kế để siết cổ, không biết giặt vài lần nó có rộng cái cổ áo ra tí nào không	;3										
áo thì đẹp rồi ạ	;3																		
Áo rất dễ bị nhăn	;3										
Áo chất đẹp. ;3										
Kém	;3										
Chất vải và đường may tốt nhưng áo bé hơn so với bảng size nên không ưng lắm	;3																					
Áo hơi mỏng"	;3										
Dáng áo đẹp ạ , mỗi tội vải mỏng nhìn rõ áo bên trong	;3																				
áo bị lỗi và đổ lông nhjều mua 4 cái chỉ hài lòng 2 cái :(( chán quá	;3																																
Chất vải mát. Tuy nhiên mình đặc biệt không thích phần cổ áo, áo màu trắng còn cổ áo lại màu ngà mặc lên như bị ố vàng vậy!!	;3										
Tạm được	;3										
Sản phẩm oke nhưng giao trễ 	;3										
Màu xanh đẹp hơn màu trắng, vải trắng hơi mỏng 	;3																													
Áo hơi tệ vì cái nhãn mác áo mặc làm ngứa lưng:((	;3										
Quần có vết hơi dơ. Ổn so với giá	;3																																																											
Chất được, mặc mát, mỗi tội chưa rộng theo ý mình lắm; 4																		
Áo hơi bẩn		;3																			
Vải dày, co giãn nhưng mặc mùa này nóng vì ko phải cotton, giao hàng nhanh	;4																		
Giao hàng khá nhanh, giao đủ hàng, chất hơi nóng:) nhưng đặt size XL thì khá rộng rãi, nói chung là ổn	;4										
Áo giống như hình, chất hơi dày, mình đặt áo XXL rồi nhưng áo trông vẫn hơi nhỏ ý :’))) Giá cả phải chăng, săn đc sale nên rất rẻ...giao hàng cx nhanh	;4										
Vải xịn mát nhưng đường may chỗ cổ áo làm mình thất vọng 1 chút vì thấy mọi người khen tấm tắc :( nhưng so với giá là tạm ổn ạ	;4																			
Áo chất thì đẹp lắm rồi hời với giá tiền, nay giặt đi phơi lên mới thấy bị bạc, bị mốc tùm lum tùm la, bạn nào mua màu đen thì nhìn sẽ rõ hơn chỗ bị bạc 	;4										
Áo chất khá là mát, giống hình, nhưng có 1 điểm trừ duy nhất là đường may rất là xấu 	;4																										
Đáng tiền ở mức chấp nhận được!"	;4										
phần cổ may ẩu quá, mùi áo hơi ghê!!!	;3										
form áo cũng tạm"	;4										
Áo vải mỏng mặc rất nóng không thấm hút mồ hôi mấy nên cân nhắc khi mua	;4																				
Vải áo cũng tốt nhưng cái logo áo may hơi cao, không có giấy thơm nên khá hôi, giao hàng chậm mất tuần	;4										
áo mỏng ;4																				
Chất vải mịn	;4																													
Chất mát ;4
vải đẹp dùng cũng ok		;4								
Nói chung là nên mua nha"	;4																				
Áo chất mịn không dễ xù. ;4										
Áo đẹp phù hợp với giá tiền				;4							
Nên mua nha ;4																				
 chất mỏng dễ nhăn;4										
Ống tay áo hơi ngắn so với size XL	;4										
Vải tốt mà áo to quá :( đóng gói sản phẩm đẹp, giao hàng nhanh..	;4										
Sãn phẩm  không mịn.   rất nóng nực. dài quá'  hàng kém chất lượng	;1																			
Áo ko giống trong hình 	;1										
Chất lượng áo khá ổn so với giá tiền	;3																												
Áo tay quá ngắn còn bị lỗi đường may ;	1																				
Áo ngắn ship lâu hàng không đẹp không ok tí nào từ hàng đến ship	;1										
Hỗ trợ kém	;1										
								
Hàng cũng tạm ổn quần thì không ưng ý lắm	;4	
áo mỏng mà còn nóng	;4	
Áo hơi mỏng	;3	
 vải hơi mỏng	;3	
Chất lượng kém	;2	
Chỉ quần rất tệ 	;2	
Quần mua về bị rách 	;2	
Quần ổn áp	;3	
Áo thì không thoáng mát 	;3	
Quần vải quá mỏng	;3	
Chất sờ khá mát. 	;3	
Giao hàng nhanh. Nhưng trải nghiệm vẫn chưa hài lòng. "	;3	
Chất mỏng, nhưng nóng	;3	
Quần mỏng quá 	;3	
Nhìn chung thì cũng ok 	;3	
Vải quần mỏng	;3	
Phù hợp với giá tiền, đồ đẹp	;3	
Nhưng đường chỉ may khá tệ	;3	
Quần may đường chỉ không ổn ,áo tạm được	;3	
Bộ đồ khá ổn. Quần hơi mỏng nhưng mặc khá mát	;3	
Tạm được	;3	
Áo chất đẹp, còn quần chất vải xấu	;3	
Chất xấu . 	;1	
Hàng oki . Áo mỏng. Nhìn cũng được	;4	
 Áo thì ok nhưng quần vải xấu 	;4	
Chất vải tạm ổn 	;4	
 nhìn rất xấu . Không hài lòng 	;1	
 khá ổn, áo thì đỡ, quần không đẹp lắm.	;4	
Sản phẩm  ok.    Vải mỏng mát.	;4	
Quần hơi mỏng, có vẻ nóng 	;1	
Áo thì được	;4	
Hàng gói đẹp	;4	
Vải ko đẹp, rất nóng .	;1	
Vải xấu cực kỳ 	;1	
Chất vải thì nóng thô 	;1	
Tóm lại hàng rất chán"	;1	
Áo rách nên mình không hài lòng	;1	
vải mỏng dính	;1	
Vải mỏng, nóng. Sai lầm 	;1	
Vải mỏng	;1	
Chất quá xấu, không thể mặc được, làm giẻ lau còn không thấm được nước,	;1	
Quá tệ 	;1	
Vải xấu.	;1	
Chất vải quá mỏng	;2	
Hàng đóng gói sơ sà	;2	
Mỏng dễ sợ luôn,  tệ , thất vọng ghê luôn	;2	
Vải khá mỏng. Vài không nóng không mát.	;2	
Giao hàng lâu và đặc biệt là vải rất mỏng luôn và còn bị rách nựa	;2	
Chất vải thô, nóng, không co giãn, kích thước khá bé so với size chuẩn	;2	
hàng thun mặc nóng coton nhiều không thấm hút mồ hôi 	;2	
Thun coton nhiều mặc nóng không thấm mồ hôi 	;2	
Chất vải xấu:<	;2	
không đẹp  vải mỏng chất nóng 	;2	
Nói chung là không ưng"	;2	
Hơi mỏng nha	;2	
Vải mỏng	;3	
 Vải hơi mỏng. Giá tạm chấp nhận được	;3	
Áo rộng rãi vừa người, không có túi, vải loại nhẹ nhưng mặc hơi nóng	;3	
Vải mỏng	;3	
Chất áo mỏng và nóng, hình khá dễ thương	;3	
Vải rất xấu. Mỏng. 	;3	
Hàng so với giá tiền thì ok ạ. Nhưng thực sự rất rất mỏng và nóng 	;4	
Vải mỏng nhưng đc cái là mềm, không cứng lắm, cũng ok	;4	
So với giá tiền thì sản phẩm được vậy là tốt rồi ạ. 	;4	
vải hơi mỏng 	;3	
hơi thất vọng	;4	
